CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,SPECL_JRSDCT_ID,SPECL_JRSDCT_SHORT_DESC,AGY_ST_NO,ST_FULL_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_SEQ_NO,FROM_ISECT_DSTNC_QTY,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,RTE_NM,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,LAT_DD,LONGTD_DD,TOT_PED_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1788139,228,2018-06-21T00:00:00,6,21,2018,5,14,2P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,45.28,-122,58,18.18,,,403,LOWER COL RIVER HY,9001,WB EX LEWIS&CLRK C1,1.0,,7,48.78,55.0,3,STRGHT,1,,,0,0,0,4.0,,1.0,RSDMD,6,8,FIX OBJ,9,FIX,4,INJ,1,CLR,1,DRY,1,DAY,0,NONE,1,3,CITY,44.0,BARRIER,,,,,10,OTHR-IMP,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_7799,,0,,2020-11-19T07:21:15.893,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,46.095911111110325,-122.97171666666667,0,0,0,0,0,0,0,0,0,Y
1794003,274,2018-08-04T00:00:00,8,4,2018,7,18,6P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,41.77,-122,57,48.5,,,403,LOWER COL RIVER HY,2103,ROCKCREST ST,1.0,,9,48.38,55.0,1,INTER,0,1.0,CROSS,0,0,0,,0.0,,,3,B,ANGL-OTH,1,ANGL,4,INJ,1,CLR,1,DRY,1,DAY,1,TRF SIGNAL,1,3,CITY,,,,,,,4,DIS SIG,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_14040,,0,US 30,2019-10-30T16:37:58.610,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,46.09493611111033,-122.963472222222,0,0,0,0,0,0,0,0,0,N
1794038,279,2018-08-08T00:00:00,8,8,2018,4,17,5P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,14.38,-122,57,44.83,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,1960.0,2,,35.0,8,BRIDGE,0,,,0,0,0,2.0,,0.0,NONE,4,C,S-STRGHT,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,3,CITY,,,,,,,29,F AVOID,,,,,,,0,0,0,0,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,46.103994444444,-122.962452777777,0,0,0,0,0,0,0,0,0,N
1794085,293,2018-08-19T00:00:00,8,19,2018,1,19,7P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,11.6,-122,57,47.46,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,2640.0,2,,35.0,8,BRIDGE,0,,,0,0,0,2.0,,0.0,NONE,4,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,0,NONE,1,3,CITY,,,,,,,1,TOO-FAST,7.0,TOO-CLOS,,,0.0,0.0,0,0,0,1,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,4,4,4,0,0,46.103222222222,-122.963183333333,0,0,0,0,0,0,0,0,1,N
1794107,298,2018-08-21T00:00:00,8,21,2018,3,8,8A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,6.0,CN,0.0,R,1.0,0092AX100S00,46,5,43.68,-122,58,9.02,,,403,LOWER COL RIVER HY,9006,EB EF LEWIS&CLRK C6,1.0,,7,48.58,55.0,5,CURVE,1,,,0,0,0,1.0,,0.0,NONE,8,8,FIX OBJ,9,FIX,4,INJ,1,CLR,1,DRY,1,DAY,0,NONE,1,3,CITY,58.0,OTH SIGN,,,,,1,TOO-FAST,,,,,,,0,0,0,1,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_26224,,0,,2020-11-19T07:24:10.680,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,46.095466666666326,-122.96917222222166,0,0,0,0,0,0,0,0,0,Y
1794136,302,2018-08-24T00:00:00,8,24,2018,6,17,5P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,39.98,-122,57,30.19,,,403,LOWER COL RIVER HY,1501,MILL ST,1.0,,9,48.13,55.0,1,INTER,0,3.0,3-LEG,0,0,0,,0.0,,,1,B,ANGL-OTH,6,TURN,4,INJ,1,CLR,1,DRY,1,DAY,4,STOP SIGN,1,3,CITY,82.0,VEH HID,,,,,32,CARELESS,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_12531,,0,US 30,2019-10-30T16:37:58.627,2,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,4,4,3,0,1,46.09443888888833,-122.958386111111,0,0,0,0,0,0,0,0,0,N
1795504,322,2018-09-07T00:00:00,9,7,2018,6,17,5P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,6.8,-122,57,51.81,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,2640.0,2,,35.0,8,BRIDGE,0,,,0,0,0,2.0,,0.0,NONE,3,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,0,NONE,1,3,CITY,92.0,PHANTOM,,,,,27,INATTENT,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,46.101888888888,-122.964391666666,0,0,0,0,0,0,0,0,0,N
1795511,326,2018-09-08T00:00:00,9,8,2018,7,22,10P,5,Columbia,172,Rainier,61,RAINIER UA,17,U MJ-COL,0,,,,,,,,,,,46,5,32.62,-122,56,56.67,,,201,B ST,8711,W 11TH ST,1.0,200.0,4,,25.0,3,STRGHT,1,,,0,0,0,2.0,,0.0,NONE,8,2,PRKD MV,3,REAR,4,INJ,1,CLR,1,DRY,2,DLIT,0,NONE,1,3,CITY,93.0,CELL PHONE,,,,,32,CARELESS,27.0,INATTENT,30.0,SPEED,0.0,0.0,0,0,0,1,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,34_803588,,0,,2019-10-30T16:37:58.627,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,46.09239444444433,-122.94907499999933,0,0,0,0,0,0,0,0,0,Y
1795631,335,2018-09-17T00:00:00,9,17,2018,2,14,2P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,15.95,-122,57,43.41,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,3180.0,2,,35.0,8,BRIDGE,0,,,0,0,0,2.0,,0.0,NONE,8,G,O-STRGHT,4,SS-M,4,INJ,1,CLR,1,DRY,1,DAY,0,NONE,1,3,CITY,129.0,HILL INV,,,,,5,LEFT-CTR,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,46.104430555555,-122.962058333333,0,0,0,0,0,0,0,0,0,Y
1796435,433,2018-12-02T00:00:00,12,2,2018,1,21,9P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,41.21,-122,57,42.65,,,403,LOWER COL RIVER HY,2103,ROCKCREST ST,1.0,,3,48.3,55.0,3,STRGHT,1,,,0,0,0,4.0,,0.0,NONE,7,2,PRKD MV,3,REAR,4,INJ,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,3,CITY,,,,,,,16,FATIGUE,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_14040,,0,US 30,2020-06-09T18:43:13.147,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,46.094780555555324,-122.961847222222,0,0,0,0,0,0,0,0,0,Y
1796607,473,2018-12-21T00:00:00,12,21,2018,6,17,5P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,32.5,-122,56,44.75,,,403,LOWER COL RIVER HY,8706,W 6TH ST,1.0,,7,47.5,45.0,3,STRGHT,0,,,0,0,0,4.0,,0.0,NONE,3,C,S-STRGHT,5,SS-O,4,INJ,1,CLR,1,DRY,3,DARK,99,UNKNOWN,1,3,CITY,1.0,FEL/JUMP,,,,,13,IMP LN C,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_11563,,0,US 30,2019-11-04T08:39:48.750,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,46.09236111111033,-122.94576388888832,0,0,0,0,1,0,0,0,0,N
1796642,482,2018-12-31T00:00:00,12,31,2018,2,11,11A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,6.0,CN,0.0,R,1.0,0092AS100S00,46,5,45.78,-122,58,9.73,,,9001,WB EX LEWIS&CLRK C1,9003,LEWIS&CLARK BR C3,1.0,,3,48.67,,1,INTER,0,1.0,CROSS,0,0,0,,0.0,,,6,E,S-1STOP,3,REAR,4,INJ,1,CLR,1,DRY,1,DAY,99,UNKNOWN,1,0,NONE,,,,,,,29,F AVOID,,,,,,,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_7986,,0,,2020-11-19T07:21:15.627,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,46.09604999999933,-122.96936944444366,0,0,0,0,0,0,0,0,0,N
1797516,403,2018-11-06T00:00:00,11,6,2018,3,9,9A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,6.11,-122,57,52.43,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,2000.0,2,,35.0,8,BRIDGE,0,,,0,0,0,2.0,,0.0,NONE,7,E,S-1STOP,3,REAR,4,INJ,2,CLD,2,WET,1,DAY,0,NONE,1,3,CITY,129.0,HILL INV,92.0,PHANTOM,,,7,TOO-CLOS,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,46.101697222222,-122.964563888888,0,0,0,0,0,0,0,0,0,N
1797707,430,2018-11-27T00:00:00,11,27,2018,3,17,5P,5,Columbia,172,Rainier,61,RAINIER UA,17,U MJ-COL,0,,,,,,,,,,,46,5,40.13,-122,57,49.33,,,2103,ROCKCREST ST,2603,WASHINGTON WAY,1.0,125.0,2,,25.0,3,STRGHT,0,,,0,0,0,2.0,,0.0,NONE,7,B,ANGL-OTH,1,ANGL,4,INJ,3,RAIN,2,WET,2,DLIT,4,STOP SIGN,1,3,CITY,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,34_802670,,0,,2019-11-14T07:57:41.610,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,5,5,5,0,0,46.09448055555533,-122.963702777777,0,0,0,0,0,0,0,0,1,N
1798149,358,2018-10-04T00:00:00,10,4,2018,5,19,7P,5,Columbia,172,Rainier,61,RAINIER UA,17,U MJ-COL,0,,,,,,,,,,,46,5,17.58,-122,56,7.98,,,401,C ST,8001,1ST ST,1.0,80.0,4,,25.0,3,STRGHT,1,,,0,0,0,2.0,,0.0,NONE,8,2,PRKD MV,5,SS-O,4,INJ,1,CLR,1,DRY,2,DLIT,0,NONE,1,3,CITY,,,,,,,10,OTHR-IMP,,,,,0.0,0.0,1,0,0,0,1,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,34_803821,,0,,2019-11-19T07:40:21.090,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,46.08821666666633,-122.93554999999932,0,0,0,0,0,0,0,0,0,Y
1798422,382,2018-10-18T00:00:00,10,18,2018,5,16,4P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,6.0,CN,0.0,R,1.0,0092AU100S00,46,5,49.4,-122,58,7.65,,,9005,EB EX LEWIS&CLRK C5,9006,EB EF LEWIS&CLRK C6,1.0,,9,48.74,35.0,1,INTER,0,3.0,3-LEG,0,0,0,,0.0,,,4,D,S-1TURN,6,TURN,4,INJ,1,CLR,1,DRY,1,DAY,7,YIELD,1,3,CITY,,,,,,,1,TOO-FAST,29.0,F AVOID,,,,,0,0,0,1,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_1756,,0,,2020-11-19T07:24:10.680,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,4,4,4,0,0,46.09705555555533,-122.96879166666666,0,0,0,0,0,0,0,0,0,N
1798462,385,2018-10-21T00:00:00,10,21,2018,1,16,4P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,6.0,CN,0.0,R,1.0,0092AS100S00,46,5,45.78,-122,58,9.73,,,9001,WB EX LEWIS&CLRK C1,9003,LEWIS&CLARK BR C3,1.0,,9,48.67,35.0,1,INTER,0,1.0,CROSS,0,0,0,,0.0,,,1,B,ANGL-OTH,1,ANGL,4,INJ,1,CLR,1,DRY,1,DAY,4,STOP SIGN,1,3,CITY,,,,,,,3,PAS-STOP,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_7986,,0,,2020-11-19T07:21:15.893,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,46.09604999999933,-122.96936944444366,0,0,0,0,0,0,0,0,1,N
1798541,395,2018-10-31T00:00:00,10,31,2018,4,16,4P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,26.82,-122,56,35.42,,,403,LOWER COL RIVER HY,8706,W 6TH ST,1.0,,9,47.34,30.0,1,INTER,0,1.0,CROSS,0,0,0,,0.0,,,4,B,ANGL-OTH,1,ANGL,4,INJ,2,CLD,2,WET,1,DAY,4,STOP SIGN,1,3,CITY,,,,,,,2,NO-YIELD,,,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_11562,,0,US 30,2019-11-22T07:58:32.297,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,4,4,4,0,0,46.09078333333333,-122.94317222222132,0,0,0,0,0,0,0,0,0,N
1803365,16,2018-01-04T00:00:00,1,4,2018,5,19,7P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,41.77,-122,57,48.5,,,403,LOWER COL RIVER HY,2103,ROCKCREST ST,1.0,,8,48.38,55.0,1,INTER,1,1.0,CROSS,0,0,0,,0.0,,,5,8,FIX OBJ,9,FIX,5,PDO,3,RAIN,2,WET,3,DARK,1,TRF SIGNAL,1,1,STATE,124.0,SLIPPERY,43.0,GARDRAIL,,,1,TOO-FAST,,,,,0.0,0.0,0,0,0,1,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_14040,,0,US 30,2020-01-21T08:55:45.307,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,46.09493611111033,-122.963472222222,0,0,0,0,0,0,0,0,0,N
1803397,29,2018-01-25T00:00:00,1,25,2018,5,16,4P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,16.37,-122,57,43.05,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,,2,,,8,BRIDGE,0,,,0,0,0,2.0,,0.0,NONE,8,E,S-1STOP,3,REAR,5,PDO,3,RAIN,2,WET,1,DAY,99,UNKNOWN,1,0,NONE,,,,,,,29,F AVOID,10.0,OTHR-IMP,,,,,0,0,0,0,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,2,0,4,46.104547222222,-122.961958333333,0,0,0,0,0,0,0,0,0,N
1805193,75,2018-02-26T00:00:00,2,26,2018,2,3,3A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,,,,,,,,,,,46,6,11.47,-122,57,47.47,,,1403,LEWIS & CLARK BR,9003,LEWIS&CLARK BR C3,1.0,2640.0,1,,35.0,8,BRIDGE,1,,,0,0,0,2.0,,0.0,NONE,8,8,FIX OBJ,9,FIX,5,PDO,2,CLD,4,ICE,2,DLIT,0,NONE,1,3,CITY,124.0,SLIPPERY,43.0,GARDRAIL,,,1,TOO-FAST,,,,,0.0,0.0,0,0,0,1,0,2.0,"1,001 to 2,500",3,URBAN CITY STREET,,,2,1,51_53158,,0,,2020-11-19T07:07:00.290,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,46.103186111111,-122.963186111111,0,0,0,0,0,0,0,0,0,Y
1806353,96,2018-03-12T00:00:00,3,12,2018,2,16,4P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,6.0,CN,0.0,R,6.0,0092AX100S00,46,5,41.3,-122,58,11.16,,,9005,EB EX LEWIS&CLRK C5,9006,EB EF LEWIS&CLRK C6,1.0,,1,48.42,25.0,5,CURVE,1,,,0,0,0,2.0,,0.0,NONE,6,8,FIX OBJ,9,FIX,5,PDO,1,CLR,1,DRY,1,DAY,9,CURVE,1,3,CITY,43.0,GARDRAIL,58.0,OTH SIGN,10.0,SUB OTRN,30,SPEED,,,,,0.0,0.0,0,0,0,1,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_26223,,0,US 30,2020-11-19T07:24:10.680,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,46.094805555555325,-122.96976666666666,0,0,0,0,0,0,0,0,0,Y
1806494,115,2018-03-29T00:00:00,3,29,2018,5,10,10A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,6.0,CN,0.0,R,3.0,0092AU100S00,46,5,50.36,-122,58,7.02,,,9004,WB EF LEWIS&CLRK  C4,403,LOWER COL RIVER HY,1.0,,1,48.76,35.0,7,GRADE,0,,,0,0,0,2.0,,0.0,NONE,3,E,S-1STOP,3,REAR,5,PDO,1,CLR,1,DRY,1,DAY,0,NONE,1,1,STATE,13.0,FORCED,,,,,32,CARELESS,27.0,INATTENT,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_26217,,0,,2020-11-19T07:21:15.923,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,46.09732222222133,-122.96861666666666,0,0,0,0,0,0,0,0,0,N
1807565,146,2018-04-27T00:00:00,4,27,2018,6,17,5P,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,39.26,-122,57,22.12,,,403,LOWER COL RIVER HY,1501,MILL ST,1.0,,4,48.02,55.0,3,STRGHT,0,,,1,0,0,4.0,,0.0,NONE,3,E,S-1STOP,3,REAR,5,PDO,3,RAIN,2,WET,1,DAY,0,NONE,1,1,STATE,,,,,,,7,TOO-CLOS,27.0,INATTENT,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_12531,,0,US 30,2020-02-27T09:53:20.057,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,46.09423888888833,-122.956144444444,0,0,0,0,0,0,0,0,0,N
1809476,134,2019-04-07T00:00:00,4,7,2019,1,4,4A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,1.0,0.0,MN,0.0,R,,009200100S00,46,5,32.51,-122,56,44.76,,,403,LOWER COL RIVER HY,8706,W 6TH ST,1.0,,8,47.5,45.0,7,GRADE,0,,,0,0,0,4.0,,0.0,NONE,6,3,PED,0,PED,2,FAT,2,CLD,2,WET,3,DARK,0,NONE,1,3,CITY,128.0,CURVE INV,,,,,18,IN RDWY,,,,,0.0,0.0,1,1,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,US,30.0,2,1,293_11563,,0,US 30,2021-05-05T17:40:50.953,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,46.09236388888833,-122.94576666666632,0,0,0,0,0,0,0,0,1,N
1810375,195,2018-06-04T00:00:00,6,4,2018,2,9,9A,5,Columbia,172,Rainier,61,RAINIER UA,14,U PR-ART,1,92.0,,LOWER COLUMBIA RIVER,2.0,0.0,MN,0.0,R,,009200200S00,46,5,43.49,-122,58,4.58,,,403,LOWER COL RIVER HY,9006,EB EF LEWIS&CLRK C6,1.0,,3,48.6,55.0,3,STRGHT,0,,,0,0,0,2.0,,1.0,RSDMD,5,C,S-STRGHT,5,SS-O,5,PDO,1,CLR,1,DRY,1,DAY,0,NONE,1,1,STATE,,,,,,,2,NO-YIELD,13.0,IMP LN C,,,0.0,0.0,0,0,0,0,0,2.0,"1,001 to 2,500",4,URBAN HWY SYSTEM,,,2,1,293_21993,,0,,2020-11-19T07:24:10.680,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,46.09541388888833,-122.96793888888865,0,0,0,0,0,0,0,0,0,N
